plateId,wellId,mutant,geneLocus,function,umap1,umap2,peakBiomass,peakBiomassNorm
Plate1_Drawer2 07-Aug-2025 11-29-30,A1,ung,VC_2359,uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,9.554698,5.4757185,0.026228722,1.9599755100099585
Plate1_Drawer2 07-Aug-2025 11-29-30,A10,VC_1462,VC_1462,RstB2 protein; Similar to GP:2564358; identified by sequence similarity; putative.,8.005965,5.30844,0.023650955,1.767348503992973
Plate1_Drawer2 07-Aug-2025 11-29-30,A12,wavA,VC_0223,"ADP-heptose--LPS heptosyltransferase II, putative; Similar to GB:L42023 SP:P44011 PID:1003930 PID:1222457 PID:1204774; identified by sequence similarity; putative.",10.329592,4.272123,0.076280564,5.700164778510644
Plate1_Drawer2 07-Aug-2025 11-29-30,A2,VC_2453,VC_2453,Sensor histidine kinase/response regulator; Similar to GB:D10888 SP:P26607 PID:216535 PID:882680 GB:U00096; identified by sequence similarity; putative.,8.734416,6.853097,0.019172797,1.4327122983114617
Plate1_Drawer2 07-Aug-2025 11-29-30,A3,VC_2311,VC_2311,HesA/MoeB/ThiF family protein; Similar to GB:D21145 PID:471103 PID:882707 GB:U00096 SP:Q46927; identified by sequence similarity; putative.,8.581925,6.234687,0.019170616,1.432549320237756
Plate1_Drawer2 07-Aug-2025 11-29-30,A5,rsmJ,VC_0073,Conserved hypothetical protein; Specifically methylates the guanosine in position 1516 of 16S rRNA.,6.960461,5.552653,0.017005948,1.270791676563686
Plate1_Drawer2 07-Aug-2025 11-29-30,A6,potC,VC_1426,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23859 PID:147328 GB:U00096 PID:1651551; identified by sequence similarity; putative.",7.5938034,5.6258316,0.022939038,1.7141495762998982
Plate1_Drawer2 07-Aug-2025 11-29-30,A7,pckA,VC_2738,Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. Belongs to the phosphoenolpyruvate carboxykinase (ATP) family.,8.380742,2.1927826,0.056729954,4.2392199102949615
Plate1_Drawer2 07-Aug-2025 11-29-30,A8,rluD,VC_0709,"Ribosomal large subunit pseudouridine synthase D; Responsible for synthesis of pseudouridine from uracil at positions 1911, 1915 and 1917 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RluA family.",6.967634,4.131144,0.019052813,1.4237463371947503
Plate1_Drawer2 07-Aug-2025 11-29-30,A9,vibB,VC_0771,Vibriobactin-specific isochorismatase; Involved in the biosynthesis of the catechol siderophore vibriobactin. Vibriobactin is a chelating compound involved in transporting iron from the bacterial environment into the cell cytoplasm; Belongs to the isochorismatase family.,5.4202714,1.7397836,0.014025188,1.0480504922537037
Plate1_Drawer2 07-Aug-2025 11-29-30,B1,flgB,VC_2200,"Flagellar basal-body rod protein FlgB; Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body.",9.02901,-0.008749675,0.028318996,2.1161739648645472
Plate1_Drawer2 07-Aug-2025 11-29-30,B10,flgP,VC_2206,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.539509,1.3144712,0.104566194,7.8138454254443
Plate1_Drawer2 07-Aug-2025 11-29-30,B2,fliS,VC_2138,Flagellar protein FliS; Similar to GB:U12816 PID:1254205; identified by sequence similarity; putative.,9.67016,-1.4518054,0.06156702,4.60067598506299
Plate1_Drawer2 07-Aug-2025 11-29-30,B3,VC_A1081,VC_A1081,Hypothetical protein; Identified by Glimmer2; putative.,8.674251,3.8899498,0.036848553,2.753556252542689
Plate1_Drawer2 07-Aug-2025 11-29-30,B4,VC_1909,VC_1909,Hypothetical protein; Identified by Glimmer2; putative.,10.231246,5.7104816,0.03488237,2.6066306597441566
Plate1_Drawer2 07-Aug-2025 11-29-30,B5,VC_0449,VC_0449,Methyl-accepting chemotaxis protein; Similar to GB:X61367 PID:48195; identified by sequence similarity; putative.,6.8967175,6.4324474,0.011044216,0.8252934659668185
Plate1_Drawer2 07-Aug-2025 11-29-30,B6,VC_1498,VC_1498,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.540586,5.2967677,0.019606665,1.4651336513067392
Plate1_Drawer2 07-Aug-2025 11-29-30,B7,VC_2756,VC_2756,Potassium uptake protein TrkH; Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA; Belongs to the TrkH potassium transport family.,8.809726,3.227324,0.04849198,3.6236265431420067
Plate1_Drawer2 07-Aug-2025 11-29-30,B8,VC_0113,VC_0113,Methyltransferase-related protein; Similar to SP:P37431 PID:295895; identified by sequence similarity; putative.,9.340379,2.9556606,0.056405593,4.214981610906896
Plate1_Drawer2 07-Aug-2025 11-29-30,B9,VC_1423,VC_1423,Hypothetical protein; Identified by Glimmer2; putative.,8.166165,6.3529267,0.023736944,1.7737741443322257
Plate1_Drawer2 07-Aug-2025 11-29-30,C1,VC_A0588,VC_A0588,"Peptide ABC transporter, ATP-binding protein, putative; Similar to SP:P33916 PID:405909 GB:U00096 PID:1736845 PID:1788506; identified by sequence similarity; putative; Belongs to the ABC transporter superfamily.",8.060807,8.690558,0.016610717,1.2412575238590005
Plate1_Drawer2 07-Aug-2025 11-29-30,C10,epsC,VC_2734,"General secretion pathway protein C; Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins (By similarity). Required for secretion of cholera toxin through the outer membrane.",8.961774,9.766918,0.0125452075,0.9374570163194859
Plate1_Drawer2 07-Aug-2025 11-29-30,C11,proQ,VC_1497,"Conserved hypothetical protein; RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities; Belongs to the ProQ family.",7.423304,7.227309,0.0169235,1.2646306420744988
Plate1_Drawer2 07-Aug-2025 11-29-30,C12,VC_2627,VC_2627,DamX-related protein; Similar to SP:P11557 GB:Z19601 PID:41226 PID:43274 PID:606322; identified by sequence similarity; putative.,8.436852,6.6361766,0.03244895,2.424790171840536
Plate1_Drawer2 07-Aug-2025 11-29-30,C2,gshB,VC_0468,Glutathione synthetase; Similar to SP:P04425 GB:X01666 PID:41625 PID:882476 GB:U00096; identified by sequence similarity; putative.,5.4342027,1.514567,0.029226778,2.1840091605110548
Plate1_Drawer2 07-Aug-2025 11-29-30,C3,potB,VC_1427,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23860 PID:147327 GB:U00096 PID:1651552; identified by sequence similarity; putative.",8.805081,1.6953046,0.08048746,6.014530576934177
Plate1_Drawer2 07-Aug-2025 11-29-30,C4,flgE,VC_2197,Flagellar hook protein FlgE; Similar to GB:X51737 SP:P16322 GB:X52093 PID:47673; identified by sequence similarity; putative.,11.913828,-0.41508567,0.016105574,1.2035100533931133
Plate1_Drawer2 07-Aug-2025 11-29-30,C5,glyQ,VC_0021,"glycyl-tRNA synthetase, alpha chain; Similar to SP:P00960 GB:J01622 PID:146222 PID:146225 PID:466698; identified by sequence similarity; putative.",10.514082,10.460918,0.02057541,1.5375243867548711
Plate1_Drawer2 07-Aug-2025 11-29-30,C6,VC_0462,VC_0462,Twitching motility protein PilT; Similar to SP:P24559 GB:X67095 PID:151490; identified by sequence similarity; putative.,9.58063,6.062301,0.021653926,1.618117903555038
Plate1_Drawer2 07-Aug-2025 11-29-30,C7,flhA,VC_2069,"Flagellar biosynthetic protein FlhA; Required for formation of the rod structure of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin; Belongs to the FHIPEP (flagella/HR/invasion proteins export pore) family.",8.981284,-0.8534373,0.07816036,5.840634989900078
Plate1_Drawer2 07-Aug-2025 11-29-30,C8,VC_0399,VC_0399,MSHA biogenesis protein MshI; Similar to PID:791156 PID:791153; identified by sequence similarity; putative.,7.129191,3.047186,0.01794773,1.341167566619183
Plate1_Drawer2 07-Aug-2025 11-29-30,C9,fliD,VC_2140,"Flagellar hook-associated protein FliD; FILAMENT CAP Required for the morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end (By similarity).",7.266944,7.81525,0.009552355,0.7138122041524241
Plate1_Drawer2 07-Aug-2025 11-29-30,D1,VC_0196,VC_0196,ATP-dependent DNA helicase RecQ; Similar to GB:M87049 SP:P15043 GB:M30198 PID:147559 PID:148221; identified by sequence similarity; putative.,7.8536644,3.5424206,0.032773584,2.4490488715101795
Plate1_Drawer2 07-Aug-2025 11-29-30,D10,VC_2270,VC_2270,Riboflavin,5.8387156,2.5833123,0.012360756,0.9236736370612588
Plate1_Drawer2 07-Aug-2025 11-29-30,D11,VC_2718; VC_2719,VC_2718; VC_2719,,4.6086764,-5.147469,0.036287665,2.7116431641406513
Plate1_Drawer2 07-Aug-2025 11-29-30,D12,wbeG,VC_0245,rfbG protein; Similar to GB:X59554 PID:48387; identified by sequence similarity; putative.,9.293508,2.849708,0.06604756,4.935490188805743
Plate1_Drawer2 07-Aug-2025 11-29-30,D2,VC_1933,VC_1933,Hypothetical protein; Identified by Glimmer2; putative.,8.967048,5.950294,0.023081994,1.7248321501214128
Plate1_Drawer2 07-Aug-2025 11-29-30,D3,VC_A0001,VC_A0001,Hypothetical protein; Identified by Glimmer2; putative.,8.867374,8.782526,0.026881335,2.0087428688433064
Plate1_Drawer2 07-Aug-2025 11-29-30,D4,fadR,VC_1900,Fatty acid metabolism regulator protein; Multifunctional regulator of fatty acid metabolism.,7.606014,-0.41801828,0.08979709,6.710204838427131
Plate1_Drawer2 07-Aug-2025 11-29-30,D5,pilC,VC_2425,Type IV pilin biogenesis protein PilC; Involved in the translocation of the type IV pilin; Belongs to the GSP F family.,8.221913,8.241841,0.0151836295,1.1346165464358025
Plate1_Drawer2 07-Aug-2025 11-29-30,D6,pta,VC_1097,Phosphate acetyltransferase; Involved in acetate metabolism; In the N-terminal section; belongs to the CobB/CobQ family.,9.126153,10.580705,0.018906927,1.4128448152962259
Plate1_Drawer2 07-Aug-2025 11-29-30,D7,VC_A0800,VC_A0800,creA protein; Similar to SP:P08367 GB:M13608 PID:147249 PID:147691 PID:537237; identified by sequence similarity; putative.,10.42437,1.6983492,0.10524587,7.864635102300897
Plate1_Drawer2 07-Aug-2025 11-29-30,D8,wzt,VC_0247,lipopolysaccharide/O-antigen transport protein; Similar to GB:X59554 PID:48389; identified by sequence similarity; putative.,8.072399,7.5138164,0.011023533,0.8237479017767854
Plate1_Drawer2 07-Aug-2025 11-29-30,D9,wbeM,VC_0250,Iron-containing alcohol dehydrogenase family protein RfbM; Similar to GB:M26941 SP:P13604 PID:144714; identified by sequence similarity; putative.,7.612006,6.6476164,0.013795997,1.0309238954216244
Plate1_Drawer2 07-Aug-2025 11-29-30,E1,VC_A0759,VC_A0759,"Arginine ABC transporter, periplasmic arginine-binding protein; Similar to SP:P30859 GB:X67753 GB:X86160 PID:40931 PID:769791; identified by sequence similarity; putative; Belongs to the bacterial solute-binding protein 3 family.",9.203722,2.8043685,0.05964298,4.456899582984399
Plate1_Drawer2 07-Aug-2025 11-29-30,E10,VC_1887,VC_1887,Hypothetical protein; Identified by Glimmer2; putative.,4.8250227,-5.120151,0.05552062,4.14885084757729
Plate1_Drawer2 07-Aug-2025 11-29-30,E11,VC_A0620,VC_A0620,"Thiosulfate sulfurtransferase SseA, putative; Similar to SP:P31142 GB:U00096 PID:1788869 PID:1799924; identified by sequence similarity; putative.",9.506889,10.3485985,0.01814431,1.355857263881511
Plate1_Drawer2 07-Aug-2025 11-29-30,E12,trmJ,VC_0746,"RNA methyltransferase, TrmH family; Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA.",8.711342,10.295352,0.010147011,0.7582486504604249
Plate1_Drawer2 07-Aug-2025 11-29-30,E2,VC_A0785,VC_A0785,GGDEF family protein; Similar to PID:1651932; identified by sequence similarity; putative.,10.16693,2.4844,0.07035891,5.257661448811526
Plate1_Drawer2 07-Aug-2025 11-29-30,E3,fliE,VC_2134,Flagellar hook-basal body complex protein FliE; Similar to PID:2338730; identified by sequence similarity; putative.,11.125695,-2.0477495,0.058804065,4.3942105638633
Plate1_Drawer2 07-Aug-2025 11-29-30,E4,VC_1581,VC_1581,"NADH dehydrogenase, putative; Similar to SP:P33607 PID:397909 GB:U00096 PID:1788614 PID:1799638; identified by sequence similarity; putative.",11.017707,10.641905,0.029426435,2.1989287906173964
Plate1_Drawer2 07-Aug-2025 11-29-30,E5,fliP,VC_2123,Flagellar biosynthetic protein FliP; Plays a role in the flagellum-specific transport system. Belongs to the FliP/MopC/SpaP family.,9.159862,-1.4133899,0.08465299,6.325805246977642
Plate1_Drawer2 07-Aug-2025 11-29-30,E6,lpxM,VC_0212,Lipid A biosynthesis (kdo)2-(lauroyl)-lipid IVA acyltransferase; Catalyzes the transfer of myristate from myristoyl-acyl carrier protein (ACP) to Kdo(2)-(lauroyl)-lipid IV(A) to form Kdo(2)- lipid A.,10.925033,3.0174642,0.0717859,5.364295140419875
Plate1_Drawer2 07-Aug-2025 11-29-30,E7,VC_2714,VC_2714,Transcriptional regulator OmpR; Similar to PID:2108342; identified by sequence similarity; putative.,11.211543,11.864284,0.01593595,1.1908346784392774
Plate1_Drawer2 07-Aug-2025 11-29-30,F10,cdgJ,VC_0137,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP). Positively regulates motility and negatively regulates biofilm formation.,7.1929684,5.982329,0.021828284,1.6311470328421727
Plate1_Drawer2 07-Aug-2025 11-29-30,F11,recO,VC_2459,DNA repair protein RecO; Involved in DNA repair and RecF pathway recombination.,9.984042,2.101314,0.082151994,6.138915054209849
Plate1_Drawer2 07-Aug-2025 11-29-30,F12,VC_A0999,VC_A0999,"Transcriptional regulator, TetR family; Similar to GB:U00096 PID:1787354; identified by sequence similarity; putative.",7.9003215,4.0358253,0.02094363,1.565040107204227
Plate1_Drawer2 07-Aug-2025 11-29-30,F2,VC_2224,VC_2224,GGDEF family protein; Similar to GB:U00096 PID:1787603; identified by sequence similarity; putative.,8.255157,9.383979,0.013650744,1.0200696752748906
Plate1_Drawer2 07-Aug-2025 11-29-30,F3,VC_A1099,VC_A1099,"ABC transporter, permease protein; Similar to SP:P33591 GB:X73143 PID:404846 PID:466613 GB:U00096; identified by sequence similarity; putative.",9.068965,10.096222,0.015544272,1.161566028300331
Plate1_Drawer2 07-Aug-2025 11-29-30,F4,VC_1320,VC_1320,DNA-binding response regulator; Similar to PID:1079807 SP:P52108 GB:U00096 PID:1742647 PID:1742658; identified by sequence similarity; putative.,11.223057,11.918891,0.0163708,1.223329412667191
Plate1_Drawer2 07-Aug-2025 11-29-30,F5,VC_1319,VC_1319,Sensor histidine kinase; Similar to GB:M36795 SP:P08336 GB:X13307 PID:145590 PID:305015; identified by sequence similarity; putative.,7.9220243,8.509572,0.015190332,1.135117399502751
Plate1_Drawer2 07-Aug-2025 11-29-30,F6,VC_A0536,VC_A0536,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.531001,8.376951,0.022877723,1.7095677328385102
Plate1_Drawer2 07-Aug-2025 11-29-30,F7,VC_1414,VC_1414,"Thermostable carboxypeptidase 1; Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues.",8.553308,9.410567,0.0106632225,0.7968232290458972
Plate1_Drawer2 07-Aug-2025 11-29-30,F8,VC_A0527,VC_A0527,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.339996,11.164787,0.013065428,0.9763311726663004
Plate1_Drawer2 07-Aug-2025 11-29-30,F9,argH,VC_2641,Argininosuccinate lyase; Similar to SP:P11447 GB:J01590 GB:M21446 PID:145335 PID:396307; identified by sequence similarity; putative.,7.9259787,9.685042,0.013784771,1.0300850179088208
Plate1_Drawer2 07-Aug-2025 11-29-30,G10,rluE,VC_1140,Pseudouridine synthase family 1 protein; Responsible for synthesis of pseudouridine from uracil-2457 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RsuA family.,9.2919445,2.7971425,0.06510574,4.8651114591506115
Plate1_Drawer2 07-Aug-2025 11-29-30,G11,VC_2524,VC_2524,Conserved hypothetical protein; Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8- phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate; Belongs to the KdsC family.,6.9206877,6.839849,0.017709825,1.3233898047553407
Plate1_Drawer2 07-Aug-2025 11-29-30,G12,VC_0900,VC_0900,GGDEF family protein; Similar to PID:1652841; identified by sequence similarity; putative.,9.486965,2.6218252,0.05530347,4.1326240301975234
Plate1_Drawer2 07-Aug-2025 11-29-30,G2,VC_A0171,VC_A0171,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.225496,2.7209318,0.06643305,4.964296432562252
Plate1_Drawer2 07-Aug-2025 11-29-30,G3,fliJ,VC_2129,"Flagellar protein FliJ, putative; Similar to PID:1071644 SP:P52613 GB:U00096 PID:1736608 PID:1788252; identified by sequence similarity; putative.",11.578532,4.878845,0.057640024,4.307226079729933
Plate1_Drawer2 07-Aug-2025 11-29-30,G4,VC_0161,VC_0161,Transcriptional activator IlvY; Similar to GB:L42023 SP:P44821 PID:1005575 PID:1220765 PID:1204932; identified by sequence similarity; putative; Belongs to the LysR transcriptional regulatory family.,9.094591,3.4000263,0.046908394,3.505291010896302
Plate1_Drawer2 07-Aug-2025 11-29-30,G5,VC_0405,VC_0405,MSHA biogenesis protein MshE; Similar to PID:791156 PID:791159; identified by sequence similarity; putative.,9.544785,7.608434,0.034038447,2.5435674112818742
Plate1_Drawer2 07-Aug-2025 11-29-30,G6,VC_1295,VC_1295,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP) to GMP in vitro. Increases motility and decreases biofilm formation in vivo.,8.861724,10.041867,0.012701425,0.9491305730499655
Plate1_Drawer2 07-Aug-2025 11-29-30,G7,flgD,VC_2198,Basal-body rod modification protein FlgD; Required for flagellar hook formation. May act as a scaffolding protein.,11.68233,-0.98228383,0.018329138,1.369668777594002
Plate1_Drawer2 07-Aug-2025 11-29-30,G8,manC,VC_0241,Mannose-1-phosphate guanylyltransferase; Similar to GB:X59554 SP:Q07024 PID:48383; identified by sequence similarity; putative.,2.1899745,-0.30603075,0.09861089,7.368827555543344
Plate1_Drawer2 07-Aug-2025 11-29-30,H1,flhG,VC_2067,MinD-related protein; Similar to GP:3695013; identified by sequence similarity; putative. MULTIPLE FILAMENTS,2.7959032,6.310811,0.043408755,3.243775915579201
Plate1_Drawer2 07-Aug-2025 11-29-30,H10,trpR,VC_0701,"Trp operon repressor, putative; This protein is an aporepressor. When complexed with L- tryptophan it binds the operator region of the trp operon and prevents the initiation of transcription (By similarity).",8.453072,3.0099888,0.05138907,3.8401153774166907
Plate1_Drawer2 07-Aug-2025 11-29-30,H11,greA,VC_0634,"Transcription elongation factor GreA; Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides.",6.9800725,5.3578563,0.021562295,1.611270657396505
Plate1_Drawer2 07-Aug-2025 11-29-30,H12,VC_0419,VC_0419,Cytoplasmic axial filament protein; Similar to SP:P25537 PID:48826 PID:606187 GB:U00096 PID:1789645; identified by sequence similarity; putative.,9.771556,7.6862745,0.03101166,2.3173867992788755
Plate1_Drawer2 07-Aug-2025 11-29-30,H2,VC_A0940,VC_A0940,"Transcriptional regulator, DeoR family; Similar to SP:P09392 GB:M96795 PID:146186 PID:606358 GB:U00096; identified by sequence similarity; putative.",9.283462,5.090795,0.029898979,2.2342402582292054
Plate1_Drawer2 07-Aug-2025 11-29-30,H3,ectA,VC_A0825,"L-2,4-diaminobutyric acid acetyltransferase; Catalyzes the acetylation of L-2,4-diaminobutyrate (DABA) to gamma-N-acetyl-alpha,gamma-diaminobutyric acid (ADABA) with acetyl coenzyme A.",9.968136,2.4918504,0.061148714,4.569417522843968
Plate1_Drawer2 07-Aug-2025 11-29-30,H4,VC_A0840,VC_A0840,"Deoxycytidylate deaminase, putative; Similar to SP:P33968 GB:X70289 PID:396216; identified by sequence similarity; putative.",9.252601,7.0917525,0.036029927,2.692383355447001
Plate1_Drawer2 07-Aug-2025 11-29-30,H6,VC_2522,VC_2522,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.645787,7.090821,0.019232124,1.4371455858762299
Plate1_Drawer2 07-Aug-2025 11-29-30,H7,glmS,VC_0487,"Glucosamine--fructose-6-phosphate aminotransferase (isomerizing); Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source.",8.284332,6.46581,0.045859378,3.4269019201274644
Plate1_Drawer2 07-Aug-2025 11-29-30,H8,manA,VC_0269,Mannose-6-phosphate isomerase; Similar to SP:P25081 GB:X57117 PID:48820; identified by sequence similarity; putative; Belongs to the mannose-6-phosphate isomerase type 1 family.,2.858749,-0.44385022,0.100405306,7.502917634913968
Plate1_Drawer2 07-Aug-2025 11-29-30,H9,nusB,VC_2267,N utilization substance protein B; Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons.,8.411548,8.644773,0.023590045,1.7627969246855746
Plate1_Drawer2 22-Jul-2025 10-47-50,A1,ung,VC_2359,uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,10.796622,5.705556,0.03591901,2.6840949377481222
Plate1_Drawer2 22-Jul-2025 10-47-50,A10,VC_1462,VC_1462,RstB2 protein; Similar to GP:2564358; identified by sequence similarity; putative.,11.735959,10.122758,0.026530605,1.9825341114884574
Plate1_Drawer2 22-Jul-2025 10-47-50,A12,wavA,VC_0223,"ADP-heptose--LPS heptosyltransferase II, putative; Similar to GB:L42023 SP:P44011 PID:1003930 PID:1222457 PID:1204774; identified by sequence similarity; putative.",9.570596,8.3661175,0.011768793,0.8794384286957111
Plate1_Drawer2 22-Jul-2025 10-47-50,A2,VC_2453,VC_2453,Sensor histidine kinase/response regulator; Similar to GB:D10888 SP:P26607 PID:216535 PID:882680 GB:U00096; identified by sequence similarity; putative.,9.647656,5.8714247,0.02653036,1.9825158035434514
Plate1_Drawer2 22-Jul-2025 10-47-50,A3,VC_2311,VC_2311,HesA/MoeB/ThiF family protein; Similar to GB:D21145 PID:471103 PID:882707 GB:U00096 SP:Q46927; identified by sequence similarity; putative.,10.558524,6.0393615,0.029924892,2.236176641000386
Plate1_Drawer2 22-Jul-2025 10-47-50,A4,lipA,VC_0943,"Lipoic acid synthetase; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.",4.8433733,0.97781384,0.048534445,3.626799795732529
Plate1_Drawer2 22-Jul-2025 10-47-50,A5,rsmJ,VC_0073,Conserved hypothetical protein; Specifically methylates the guanosine in position 1516 of 16S rRNA.,10.85242,5.5970798,0.030782305,2.300247947332588
Plate1_Drawer2 22-Jul-2025 10-47-50,A6,potC,VC_1426,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23859 PID:147328 GB:U00096 PID:1651551; identified by sequence similarity; putative.",11.650622,10.250962,0.031951994,2.387654485643072
Plate1_Drawer2 22-Jul-2025 10-47-50,A7,pckA,VC_2738,Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. Belongs to the phosphoenolpyruvate carboxykinase (ATP) family.,10.911566,1.4001316,0.0971132,7.256910714090419
Plate1_Drawer2 22-Jul-2025 10-47-50,A8,rluD,VC_0709,"Ribosomal large subunit pseudouridine synthase D; Responsible for synthesis of pseudouridine from uracil at positions 1911, 1915 and 1917 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RluA family.",10.330095,7.970024,0.030031389,2.2441347684260964
Plate1_Drawer2 22-Jul-2025 10-47-50,A9,vibB,VC_0771,Vibriobactin-specific isochorismatase; Involved in the biosynthesis of the catechol siderophore vibriobactin. Vibriobactin is a chelating compound involved in transporting iron from the bacterial environment into the cell cytoplasm; Belongs to the isochorismatase family.,5.7544923,1.9394964,0.019390404,1.4489732656131373
Plate1_Drawer2 22-Jul-2025 10-47-50,B1,flgB,VC_2200,"Flagellar basal-body rod protein FlgB; Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body.",11.1530695,-1.6659844,0.0288293,2.1543070977964573
Plate1_Drawer2 22-Jul-2025 10-47-50,B10,flgP,VC_2206,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.6975975,-2.0648153,0.07248806,5.416764963543877
Plate1_Drawer2 22-Jul-2025 10-47-50,B11,fliQ,VC_2122,Flagellar biosynthetic protein FliQ; Role in flagellar biosynthesis. Belongs to the FliQ/MopD/SpaQ family.,10.714748,-2.2792988,0.07485638,5.593740768917344
Plate1_Drawer2 22-Jul-2025 10-47-50,B12,argF,VC_2508,Ornithine carbamoyltransferase; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline; Belongs to the aspartate/ornithine carbamoyltransferase superfamily. OTCase family.,11.7479315,10.262564,0.026531257,1.982582833040065
Plate1_Drawer2 22-Jul-2025 10-47-50,B2,fliS,VC_2138,Flagellar protein FliS; Similar to GB:U12816 PID:1254205; identified by sequence similarity; putative.,10.786826,-2.2145472,0.053250443,3.9792089060679827
Plate1_Drawer2 22-Jul-2025 10-47-50,B3,VC_A1081,VC_A1081,Hypothetical protein; Identified by Glimmer2; putative.,11.694286,9.261723,0.032107268,2.3992575381037025
Plate1_Drawer2 22-Jul-2025 10-47-50,B4,VC_1909,VC_1909,Hypothetical protein; Identified by Glimmer2; putative.,10.98334,10.855731,0.01818229,1.3586953689889645
Plate1_Drawer2 22-Jul-2025 10-47-50,B5,VC_0449,VC_0449,Methyl-accepting chemotaxis protein; Similar to GB:X61367 PID:48195; identified by sequence similarity; putative.,10.201767,8.37493,0.019097721,1.4271021461511886
Plate1_Drawer2 22-Jul-2025 10-47-50,B6,VC_1498,VC_1498,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.76348,8.949219,0.017294977,1.2923897461029745
Plate1_Drawer2 22-Jul-2025 10-47-50,B7,VC_2756,VC_2756,Potassium uptake protein TrkH; Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA; Belongs to the TrkH potassium transport family.,10.969036,5.159231,0.06156017,4.600164109865885
Plate1_Drawer2 22-Jul-2025 10-47-50,B8,VC_0113,VC_0113,Methyltransferase-related protein; Similar to SP:P37431 PID:295895; identified by sequence similarity; putative.,11.071859,5.573778,0.038261324,2.859127410803937
Plate1_Drawer2 22-Jul-2025 10-47-50,B9,VC_1423,VC_1423,Hypothetical protein; Identified by Glimmer2; putative.,9.910557,7.629826,0.02803648,2.0950625877571922
Plate1_Drawer2 22-Jul-2025 10-47-50,C1,VC_A0588,VC_A0588,"Peptide ABC transporter, ATP-binding protein, putative; Similar to SP:P33916 PID:405909 GB:U00096 PID:1736845 PID:1788506; identified by sequence similarity; putative; Belongs to the ABC transporter superfamily.",11.762492,12.243926,0.024365596,1.8207509861439914
